"Numero";"Edad";"Genero";"EstadoCivil";"NivelEducativo";"paisPregunta";"Provincia";"SituacionLaboral";"CondicionLaboral";"RubroLaboral";"Estabilidad";"ClaseSocial";"CoberturaMedica";"PersonasACargo";"Vivienda";"Ahorros";"Inversiones";"Alineacion";"Religion";"Vehiculo";"Television";"Internet";"Fuma";"Crisis";"ganancia1_final";"ganancia1_anterior";"ganancia1_recorrido";"ganancia2_final";"ganancia2_anterior";"ganancia2_recorrido";"ganancia3_final";"ganancia3_anterior";"ganancia3_recorrido";"perdida1_final";"perdida1_anterior";"perdida1_recorrido";"perdida2_final";"perdida2_anterior";"perdida2_recorrido";"perdida3_final";"perdida3_anterior";"perdida3_recorrido";"mix1_final";"mix1_anterior";"mix1_recorrido";"mix2_final";"mix2_anterior";"mix2_recorrido";"mix3_final";"mix3_anterior";"mix3_recorrido";"cambiarRespuesta"
"296";"18 a 24";"Masculino";"Soltero/a";"Secundario completo";"Argentino";"Provincia de Buenos Aires";"Desempleado/a";"No trabaja";"No trabaja";"Sin respuesta";"Clase media";"Swiss Medical";"0";"Alquila";"No";"Ninguno";"Derecha";"Ateo/a o Agnóstico/a";"No tengo vehículo propio";"No";"Wifi por cable";"No";"1";"96";"93";"NO|SI|SI|SI|SI|";"1032";"1063";"SI|NO|NO|NO|IN|";"15313";"15625";"SI|SI|NO|NO|NO|";"196";"193";"NO|NO|NO|NO|NO|";"1968";"1937";"NO|NO|NO|NO|NO|";"19687";"19375";"IN|IN|IN|IN|IN|";"100";"102";"SI|NO|NO|NO|NO|";"1082";"1114";"SI|NO|NO|NO|NO|";"15954";"16437";"SI|NO|NO|NO|NO|";"Sin respuesta"
"297";"18 a 24";"Masculino";"Soltero/a";"Secundario completo";"Argentino";"Provincia de Buenos Aires";"Trabajador independiente";"No registrado (trabajo en negr";"ONG u otros";"Seguro";"Clase media";"Ninguna";"0";"Propietario";"Si";"Moneda extranjera";"Sin respuesta";"Ateo/a o Agnóstico/a";"Tengo 2";"Si";"Wifi por fibra óptica";"Ocasionalmente";"0";"190";"193";"SI|SI|SI|SI|NO|";"1032";"1063";"SI|NO|NO|IN|IN|";"9687";"9375";"NO|SI|SI|SI|SI|";"104";"107";"NO|SI|SI|SI|SI|";"1406";"1437";"NO|SI|NO|NO|SI|";"14063";"14375";"NO|SI|NO|IN|SI|";"126";"131";"NO|SI|NO|SI|NO|";"558";"590";"NO|SI|NO|NO|NO|";"5065";"5362";"NO|SI|NO|NO|NO|";"No"
"298";"18 a 24";"Femenino";"Soltero/a";"Universitario o terciario incompleto";"Argentino";"Provincia de Buenos Aires";"Desempleado/a";"No trabaja";"No trabaja";"Sin respuesta";"Clase media";"Otras";"0";"Propietario";"No";"Ninguno";"Sin respuesta";"Ateo/a o Agnóstico/a";"No tengo vehículo propio";"Si";"Wifi por cable";"No";"2";"78";"81";"NO|SI|SI|NO|IN|";"656";"687";"NO|SI|IN|SI|IN|";"7813";"8125";"NO|SI|SI|NO|NO|";"90";"93";"SI|NO|IN|IN|SI|";"1156";"1187";"IN|SI|SI|IN|SI|";"12187";"11875";"IN|SI|SI|IN|IN|";"84";"86";"SI|NO|NO|NO|NO|";"481";"461";"IN|SI|NO|SI|SI|";"6226";"6475";"IN|SI|SI|NO|IN|";"No"
"299";"18 a 24";"Masculino";"Soltero/a";"Universitario o terciario incompleto";"Argentino";"Provincia de Buenos Aires";"Desempleado/a";"No trabaja";"No trabaja";"Sin respuesta";"Clase media";"OSDE";"0";"Alquila";"No";"Ninguno";"Izquierda";"Ateo/a o Agnóstico/a";"No tengo vehículo propio";"No";"Wifi por cable";"No";"2";"4";"7";"NO|NO|NO|NO|NO|";"32";"63";"IN|IN|IN|IN|IN|";"9687";"9375";"NO|SI|SI|SI|SI|";"96";"93";"SI|NO|NO|NO|NO|";"406";"437";"SI|SI|NO|NO|SI|";"2187";"1875";"SI|SI|SI|NO|NO|";"2";"2";"NO|NO|NO|SI|SI|";"11";"10";"NO|NO|NO|SI|SI|";"2085";"1788";"NO|NO|NO|SI|SI|";"Sin respuesta"
"300";"35 a 44";"Masculino";"Casado/a o viviendo en pareja";"Universitario o terciario incompleto";"Argentino";"Provincia de Buenos Aires";"Empleado/a en relación de dependencia con más de 20 hs semanales";"Registrado (trabajo en blanco)";"Sector público";"Seguro";"Clase media";"Obra social";"2";"Propietario";"Si";"Otros";"Sin respuesta";"Cristianismo evangélico";"Tengo 1";"Si";"Wifi por cable";"No";"1";"4";"7";"NO|NO|NO|NO|NO|";"32";"63";"NO|NO|NO|NO|NO|";"313";"625";"NO|NO|NO|NO|NO|";"196";"193";"IN|IN|IN|IN|IN|";"1968";"1937";"IN|IN|IN|IN|IN|";"19687";"19375";"IN|IN|IN|IN|IN|";"2";"2";"NO|NO|NO|NO|NO|";"5";"6";"NO|NO|NO|NO|NO|";"17";"31";"NO|NO|NO|NO|NO|";"No"
"301";"25 a 34";"Masculino";"Casado/a o viviendo en pareja";"Universitario o terciario completo";"Argentino";"Provincia de Buenos Aires";"Empleado/a en relación de dependencia con más de 20 hs semanales";"Registrado (trabajo en blanco)";"Sector público";"Seguro";"Clase media";"Obra social";"1";"Alquila";"Si";"Acciones";"Derecha";"Catolicismo";"Tengo 2";"Si";"Wifi por fibra óptica";"No";"1";"78";"81";"NO|SI|SI|IN|NO|";"906";"937";"NO|SI|SI|SI|NO|";"8437";"8125";"NO|SI|SI|NO|SI|";"166";"169";"NO|NO|SI|NO|SI|";"1594";"1563";"NO|NO|SI|SI|NO|";"16563";"16875";"NO|NO|SI|NO|SI|";"24";"26";"NO|NO|SI|NO|NO|";"375";"403";"NO|NO|SI|SI|NO|";"2847";"2589";"NO|NO|SI|NO|SI|";"No"
"302";"45 a 54";"Femenino";"Casado/a o viviendo en pareja";"Universitario o terciario completo";"Argentino";"Ciudad Autónoma de Buenos Aires";"Empleado/a en relación de dependencia con más de 20 hs semanales";"Registrado (trabajo en blanco)";"Sector público";"Seguro";"Clase baja";"Otras";"3 o más";"Alquila";"No";"Ninguno";"Sin respuesta";"Catolicismo";"No tengo vehículo propio";"Si";"Wifi por cable";"No";"3 o más";"4";"7";"NO|NO|NO|NO|NO|";"32";"63";"NO|NO|NO|NO|NO|";"313";"625";"NO|NO|NO|NO|NO|";"196";"193";"NO|NO|NO|NO|NO|";"1968";"1937";"NO|NO|NO|NO|NO|";"19687";"19375";"NO|NO|NO|NO|NO|";"2";"2";"NO|NO|NO|NO|NO|";"5";"6";"NO|NO|NO|NO|NO|";"17";"31";"NO|NO|NO|NO|NO|";"No"
"303";"45 a 54";"Femenino";"Casado/a o viviendo en pareja";"Universitario o terciario completo";"Argentino";"Ciudad Autónoma de Buenos Aires";"Empleado/a en relación de dependencia con más de 20 hs semanales";"Registrado (trabajo en blanco)";"Sector público";"Seguro";"Clase baja";"Obra social";"2";"Alquila";"No";"Ninguno";"Sin respuesta";"Catolicismo";"No tengo vehículo propio";"Si";"Wifi por fibra óptica";"No";"3 o más";"28";"31";"NO|IN|SI|NO|NO|";"282";"313";"IN|NO|SI|NO|NO|";"1563";"1875";"IN|NO|NO|SI|NO|";"122";"119";"IN|SI|SI|NO|NO|";"1032";"1063";"IN|SI|SI|SI|SI|";"10313";"10625";"IN|SI|SI|SI|SI|";"4";"4";"NO|NO|NO|NO|NO|";"11";"20";"NO|NO|NO|NO|NO|";"57";"110";"NO|NO|NO|NO|NO|";"No"
"304";"45 a 54";"Femenino";"Soltero/a";"Universitario o terciario completo";"Argentino";"Ciudad Autónoma de Buenos Aires";"Empleado/a en relación de dependencia con menos de 20 hs semanales";"Registrado (trabajo en blanco)";"Sector público";"Seguro";"Clase media";"OSDE";"1";"Propietario";"No";;"Sin respuesta";"Catolicismo";"Tengo 1";"Si";"Wifi por cable";"No";"3 o más";"22";"19";"NO|NO|IN|SI|SI|";"468";"437";"NO|IN|SI|SI|SI|";"4687";"4375";"NO|IN|SI|SI|SI|";"122";"119";"NO|SI|SI|NO|NO|";"1218";"1187";"NO|SI|SI|NO|NO|";"12187";"11875";"NO|SI|SI|NO|NO|";"4";"4";"IN|NO|NO|SI|NO|";"183";"197";"NO|NO|SI|SI|NO|";"1276";"1417";"NO|NO|SI|NO|NO|";"No"
"305";"35 a 44";"Femenino";"Casado/a o viviendo en pareja";"Universitario o terciario completo";"Argentino";"Ciudad Autónoma de Buenos Aires";"Empleado/a en relación de dependencia con más de 20 hs semanales";"Registrado (trabajo en blanco)";"Sector público";"Seguro";"Clase media";"Obra social";"2";"Propietario";"Si";"Ninguno";"Centro";"Catolicismo";"Tengo 1";"Si";"Wifi por cable";"Si";"3 o más";"72";"69";"NO|SI|IN|SI|SI|";"906";"937";"NO|SI|SI|SI|NO|";"9063";"9375";"NO|SI|SI|SI|NO|";"104";"107";"NO|SI|SI|SI|SI|";"1094";"1063";"NO|SI|SI|SI|NO|";"937";"625";"SI|SI|SI|SI|NO|";"90";"92";"SI|NO|SI|NO|NO|";"951";"979";"SI|NO|NO|NO|NO|";"10084";"9796";"SI|NO|NO|NO|SI|";"No"
"306";"45 a 54";"Masculino";"Casado/a o viviendo en pareja";"Universitario o terciario completo";"Argentino";"Ciudad Autónoma de Buenos Aires";"Empleado/a en relación de dependencia con más de 20 hs semanales";"Registrado (trabajo en blanco)";"Sector público";"Seguro";"Clase media";"Obra social";"1";"Propietario";"Si";"Ninguno";"Centro";"Ateo/a o Agnóstico/a";"Tengo 1";"Si";"Wifi por cable";"No";"3 o más";"40";"43";"NO|NO|SI|SI|IN|";"406";"437";"NO|NO|SI|SI|IN|";"4687";"4375";"NO|NO|SI|SI|SI|";"46";"43";"SI|SI|NO|NO|IN|";"718";"687";"SI|IN|SI|NO|NO|";"6563";"6875";"SI|NO|SI|IN|SI|";"15";"14";"NO|NO|SI|NO|SI|";"171";"184";"NO|NO|SI|SI|NO|";"710";"851";"NO|NO|NO|SI|NO|";"No"
"307";"25 a 34";"Masculino";"Casado/a o viviendo en pareja";"Universitario o terciario completo";"Argentino";"Provincia de Buenos Aires";"Empleado/a en relación de dependencia con más de 20 hs semanales";"Registrado (trabajo en blanco)";"Sector público";"Seguro";"Clase media";"Obra social";"2";"Propietario";"No";"Moneda extranjera";"Izquierda";"Catolicismo";"No tengo vehículo propio";"Si";"Wifi por fibra óptica";"No";"1";"10";"7";"NO|NO|NO|NO|SI|";"906";"937";"NO|SI|SI|SI|NO|";"7187";"6875";"NO|SI|NO|SI|SI|";"54";"57";"SI|NO|SI|SI|SI|";"844";"813";"SI|NO|NO|SI|NO|";"5937";"5625";"SI|NO|SI|SI|NO|";"11";"11";"SI|NO|SI|NO|IN|";"951";"979";"SI|NO|NO|NO|NO|";"7253";"7472";"SI|NO|NO|NO|NO|";"Si"
"308";"35 a 44";"Femenino";"Soltero/a";"Universitario o terciario completo";"Argentino";"Ciudad Autónoma de Buenos Aires";"Empleado/a en relación de dependencia con más de 20 hs semanales";"Registrado (trabajo en blanco)";"Sector público";"Inseguro";"Clase media";"Otras";"1";"Alquila";"No";"Ninguno";"Sin respuesta";"Sin respuesta";"No tengo vehículo propio";"No";"Wifi por cable";"Si";"3 o más";"46";"43";"NO|NO|SI|SI|SI|";"406";"437";"NO|NO|SI|SI|NO|";"2187";"1875";"NO|NO|NO|SI|SI|";"46";"43";"SI|SI|NO|NO|NO|";"1218";"1187";"NO|SI|SI|NO|NO|";"12813";"13125";"NO|SI|NO|SI|SI|";"19";"18";"NO|NO|SI|SI|SI|";"329";"342";"NO|SI|SI|NO|NO|";"319";"382";"NO|NO|NO|SI|NO|";"Sin respuesta"
"309";"45 a 54";"Femenino";"Divorciado/a o viudo/a";"Universitario o terciario completo";"Argentino";"Provincia de Buenos Aires";"Empleado/a en relación de dependencia con más de 20 hs semanales";"Registrado (trabajo en blanco)";"Sector público";"Seguro";"Clase media";"Otras";"2";"Propietario";"No";"Moneda extranjera";"Sin respuesta";"Cristianismo evangélico";"Tengo 1";"Si";"Wifi por cable";"No";"2";"178";"181";"SI|SI|SI|NO|NO|";"1468";"1437";"SI|NO|SI|SI|SI|";"10313";"10625";"SI|NO|NO|NO|NO|";"160";"157";"NO|NO|SI|SI|NO|";"1532";"1563";"NO|NO|SI|SI|SI|";"15937";"15625";"NO|NO|SI|SI|NO|";"96";"101";"NO|SI|NO|NO|NO|";"1043";"998";"NO|SI|NO|SI|SI|";"2945";"3272";"NO|NO|SI|NO|NO|";"No"
"310";"35 a 44";"Femenino";"Casado/a o viviendo en pareja";"Universitario o terciario completo";"Argentino";"Ciudad Autónoma de Buenos Aires";"Empleado/a en relación de dependencia con más de 20 hs semanales";"Registrado (trabajo en blanco)";"Sector público";"Seguro";"Clase media";"Otras";"1";"Propietario";"Si";"Moneda extranjera";"Centro";"Catolicismo";"Tengo 1";"Si";"Wifi por cable";"No";"2";"10";"7";"NO|NO|NO|NO|SI|";"282";"313";"NO|NO|SI|NO|NO|";"19687";"19375";"SI|SI|SI|SI|SI|";"178";"181";"NO|NO|NO|SI|SI|";"1094";"1063";"NO|SI|SI|SI|NO|";"7187";"6875";"SI|NO|SI|NO|NO|";"15";"15";"SI|SI|SI|SI|SI|";"435";"426";"SI|NO|SI|SI|SI|";"25025";"25635";"SI|NO|SI|NO|NO|";"Si"
"311";"35 a 44";"Masculino";"Casado/a o viviendo en pareja";"Universitario o terciario completo";"Otros";"Ciudad Autónoma de Buenos Aires";"Empleado/a en relación de dependencia con más de 20 hs semanales";"Registrado (trabajo en blanco)";"Sector público";"Seguro";"Clase media";"Obra social";"2";"Hipotecado";"Si";"Plazo fijo";"Centro";"Catolicismo";"Tengo 1";"Si";"Wifi por cable";"No";"2";"160";"157";"SI|SI|NO|NO|SI|";"1594";"1563";"SI|SI|NO|NO|SI|";"14063";"14375";"SI|NO|SI|SI|NO|";"96";"93";"SI|NO|NO|NO|NO|";"968";"937";"SI|NO|NO|NO|NO|";"937";"625";"SI|SI|SI|SI|NO|";"308";"304";"SI|SI|SI|SI|SI|";"1629";"1678";"SI|NO|NO|NO|NO|";"14665";"15109";"SI|NO|NO|NO|NO|";"No"
"312";"45 a 54";"Femenino";"Casado/a o viviendo en pareja";"Universitario o terciario completo";"Argentino";"Provincia de Buenos Aires";"Empleado/a en relación de dependencia con más de 20 hs semanales";"Registrado (trabajo en blanco)";"Sector público";"Inseguro";"Clase baja";"Otras";"0";"Propietario";"No";"Ninguno";"Sin respuesta";"Catolicismo";"Tengo 1";"Si";"Wifi por cable";"No";"1";"10";"7";"NO|NO|NO|NO|SI|";"1032";"1063";"SI|NO|NO|NO|NO|";"313";"625";"NO|NO|NO|NO|NO|";"4";"7";"SI|SI|SI|SI|SI|";"94";"63";"SI|SI|SI|SI|NO|";"19687";"19375";"NO|NO|NO|NO|NO|";"5";"5";"NO|SI|NO|SI|SI|";"688";"720";"NO|SI|NO|SI|NO|";"485";"499";"SI|NO|NO|NO|NO|";"Si"
"313";"35 a 44";"Masculino";"Casado/a o viviendo en pareja";"Universitario o terciario completo";"Argentino";"Provincia de Buenos Aires";"Empleado/a en relación de dependencia con más de 20 hs semanales";"Registrado (trabajo en blanco)";"Sector público";"Seguro";"Clase media";"Obra social";"2";"Propietario";;"Ninguno";"Sin respuesta";"Sin respuesta";"No tengo vehículo propio";"Si";"Wifi por cable";"Ocasionalmente";"2";"96";"93";"NO|SI|SI|SI|SI|";"1968";"1937";"SI|SI|SI|SI|SI|";"313";"625";"IN|IN|IN|IN|IN|";"196";"193";"IN|IN|IN|IN|IN|";"32";"63";"SI|SI|SI|SI|SI|";"313";"625";"SI|SI|SI|SI|SI|";"182";"180";"SI|SI|SI|SI|SI|";"2989";"3050";"SI|SI|NO|NO|NO|";"453";"439";"NO|SI|SI|SI|SI|";"No"
"314";"45 a 54";"Femenino";"Casado/a o viviendo en pareja";"Universitario o terciario incompleto";"Argentino";"Provincia de Buenos Aires";"Otros";"No registrado (trabajo en negr";"Sector privado";"Seguro";"Clase baja";"Ninguna";"1";"Propietario";"Si";"Moneda extranjera";"Centro";"Catolicismo";"Tengo 1";"Si";"Wifi por fibra óptica";"Si";"2";"22";"19";"NO|NO|NO|SI|SI|";"782";"813";"NO|SI|SI|NO|NO|";"9063";"9375";"NO|SI|SI|SI|NO|";"46";"43";"SI|SI|NO|NO|NO|";"906";"937";"SI|NO|NO|NO|SI|";"4687";"4375";"SI|SI|NO|NO|NO|";"12";"12";"NO|SI|NO|NO|NO|";"174";"150";"NO|NO|NO|SI|SI|";"3170";"2882";"NO|NO|SI|NO|SI|";"No"
"315";"25 a 34";"Femenino";"Casado/a o viviendo en pareja";"Secundario incompleto";"Argentino";"Ciudad Autónoma de Buenos Aires";"Otros";"No trabaja";"No trabaja";"Sin respuesta";"Clase baja";"OSDE";"2";"Alquila";"No";"Ninguno";"Centro";"Cristianismo evangélico";"No tengo vehículo propio";"Si";"Wifi por fibra óptica";"No";"2";"4";"7";"NO|NO|NO|NO|NO|";"32";"63";"NO|NO|NO|NO|NO|";"313";"625";"NO|NO|NO|NO|NO|";"196";"193";"NO|NO|NO|NO|NO|";"1968";"1937";"IN|IN|IN|IN|IN|";"19687";"19375";"IN|IN|IN|IN|IN|";"2";"2";"NO|NO|NO|NO|NO|";"5";"6";"NO|NO|NO|NO|NO|";"17";"31";"IN|NO|NO|NO|NO|";"No"
"316";"25 a 34";"Masculino";"Soltero/a";"Universitario o terciario completo";"Argentino";"Provincia de Buenos Aires";"Otros";"Registrado (trabajo en blanco)";"Sector público";"Seguro";"Clase baja";"Otras";"1";"Propietario";"Si";"Ninguno";"Sin respuesta";"Catolicismo";"No tengo vehículo propio";"No";"Wifi por fibra óptica";"No";"2";"4";"7";"NO|NO|NO|NO|NO|";"32";"63";"NO|NO|NO|NO|NO|";"313";"625";"NO|NO|NO|NO|NO|";"4";"7";"SI|SI|SI|SI|SI|";"32";"63";"SI|SI|SI|SI|SI|";"313";"625";"SI|SI|SI|SI|SI|";"2";"2";"NO|NO|NO|NO|NO|";"11";"10";"NO|NO|NO|SI|SI|";"659";"673";"SI|NO|SI|SI|NO|";"Sin respuesta"
"317";"45 a 54";"Femenino";"Soltero/a";"Universitario o terciario completo";"Argentino";"Provincia de Buenos Aires";"Empleado/a en relación de dependencia con más de 20 hs semanales";"Registrado (trabajo en blanco)";"Sector público";"Seguro";"Clase media";"Otras";"1";"Propietario";"No";"Ninguno";"Sin respuesta";"Catolicismo";"No tengo vehículo propio";"Si";"Wifi por fibra óptica";"No";"1";"154";"157";"SI|SI|NO|NO|NO|";"32";"63";"NO|IN|IN|IN|IN|";"313";"625";"NO|NO|IN|IN|IN|";"178";"181";"NO|NO|NO|SI|SI|";"468";"437";"SI|SI|IN|IN|IN|";"937";"625";"SI|SI|SI|SI|IN|";"8";"12";"IN|IN|NO|NO|NO|";"5";"6";"NO|NO|NO|NO|NO|";"17";"31";"NO|NO|NO|NO|NO|";"Sin respuesta"
"318";"55 a 64";"Femenino";"Divorciado/a o viudo/a";"Secundario completo";"Argentino";"Ciudad Autónoma de Buenos Aires";"Jubilado/a o pensionado/a";"No trabaja";"No trabaja";"Sin respuesta";"Clase baja";"Otras";"0";"Propietario";"No";"Ninguno";"Sin respuesta";"Catolicismo";"Tengo 1";"Si";"Wifi por cable";"No";"0";"54";"57";"NO|SI|NO|NO|NO|";"32";"63";"NO|NO|NO|NO|NO|";"313";"625";"NO|NO|NO|NO|NO|";"196";"193";"NO|NO|NO|NO|NO|";"1968";"1937";"IN|IN|IN|IN|IN|";"19687";"19375";"IN|IN|IN|IN|IN|";"19";"18";"NO|NO|SI|NO|SI|";"27";"28";"NO|SI|NO|NO|NO|";"279";"265";"NO|SI|NO|NO|SI|";"No"
"319";"25 a 34";"Femenino";"Soltero/a";"Universitario o terciario incompleto";"Argentino";"Ciudad Autónoma de Buenos Aires";"Empleado/a en relación de dependencia con menos de 20 hs semanales";"Registrado (trabajo en blanco)";"Sector privado";"Seguro";"Clase media";"Accord";"0";"Propietario";"Si";"Moneda extranjera";"Sin respuesta";"Catolicismo";"Tengo 1";"Si";"Wifi por cable";"No";"1";"22";"19";"NO|NO|NO|SI|SI|";"468";"437";"NO|NO|SI|SI|SI|";"313";"625";"NO|NO|NO|NO|NO|";"40";"43";"SI|SI|NO|NO|SI|";"406";"437";"SI|SI|NO|NO|SI|";"10313";"10625";"NO|SI|SI|SI|SI|";"32";"32";"SI|SI|NO|NO|NO|";"467";"481";"SI|NO|NO|NO|NO|";"485";"499";"SI|NO|NO|NO|NO|";"Si"
"320";"35 a 44";"Femenino";"Soltero/a";"Universitario o terciario incompleto";"Argentino";"Ciudad Autónoma de Buenos Aires";"Empleado/a en relación de dependencia con más de 20 hs semanales";"Registrado (trabajo en blanco)";"Sector público";"Seguro";"Clase media";"Obra social";"0";"Alquila";"Si";"Moneda extranjera";"Sin respuesta";"Sin respuesta";"Tengo 1";"No";"Wifi por cable";"Si";"3 o más";"28";"31";"NO|IN|SI|IN|IN|";"156";"187";"NO|NO|IN|SI|IN|";"313";"625";"NO|IN|IN|NO|IN|";"196";"193";"IN|IN|IN|IN|IN|";"1968";"1937";"IN|IN|IN|IN|IN|";"19687";"19375";"IN|IN|IN|IN|IN|";"4";"4";"NO|NO|NO|NO|NO|";"8";"13";"NO|NO|NO|NO|NO|";"17";"31";"NO|NO|NO|NO|NO|";"No"
"321";"18 a 24";"Masculino";"Soltero/a";"Universitario o terciario incompleto";"Argentino";"Provincia de Buenos Aires";"Empleado/a en relación de dependencia con más de 20 hs semanales";"Registrado (trabajo en blanco)";"Sector privado";"Seguro";"Clase media";"Galeno";"0";"Propietario";"Si";"Moneda extranjera";"Derecha";"Ateo/a o Agnóstico/a";"No tengo vehículo propio";"Si";"Wifi por fibra óptica";"No";"1";"22";"19";"NO|NO|NO|SI|SI|";"468";"437";"NO|NO|SI|SI|SI|";"3437";"3125";"NO|NO|SI|NO|SI|";"110";"107";"NO|SI|SI|SI|NO|";"1218";"1187";"NO|SI|SI|NO|NO|";"10313";"10625";"NO|SI|SI|SI|SI|";"12";"12";"NO|SI|NO|NO|NO|";"241";"255";"NO|SI|NO|NO|NO|";"1744";"1846";"NO|SI|NO|NO|NO|";"No"
"322";"18 a 24";"Femenino";"Soltero/a";"Secundario completo";"Argentino";"Provincia de Buenos Aires";"Empleado/a en relación de dependencia con más de 20 hs semanales";"Registrado (trabajo en blanco)";"Sector privado";"Seguro";"Clase media";"Obra social";"0";"Alquila";"Si";"Moneda extranjera";"Sin respuesta";"Otras";"No tengo vehículo propio";"Si";"Wifi por cable";"No";"1";"78";"81";"NO|SI|SI|IN|IN|";"406";"437";"NO|NO|SI|SI|IN|";"1563";"1875";"NO|NO|NO|SI|IN|";"90";"93";"SI|NO|NO|IN|SI|";"468";"437";"SI|SI|NO|NO|IN|";"12187";"11875";"NO|SI|SI|IN|IN|";"84";"86";"SI|NO|NO|NO|NO|";"435";"448";"SI|NO|NO|NO|NO|";"1775";"1828";"SI|NO|NO|NO|NO|";"No"
"323";"35 a 44";"Femenino";"Soltero/a";"Universitario o terciario completo";"Argentino";"Ciudad Autónoma de Buenos Aires";"Empleado/a en relación de dependencia con más de 20 hs semanales";"Registrado (trabajo en blanco)";"Sector público";"Seguro";"Clase baja";"Otras";"0";"Hipotecado";"No";"Plazo fijo";"Sin respuesta";"Catolicismo";"Tengo 1";"No";"Wifi por fibra óptica";"No";"2";"4";"7";"NO|NO|NO|NO|NO|";"94";"63";"NO|NO|NO|NO|SI|";"4687";"4375";"NO|NO|SI|SI|SI|";"46";"43";"SI|SI|NO|NO|NO|";"1218";"1187";"IN|SI|SI|IN|IN|";"14063";"14375";"IN|SI|IN|IN|SI|";"6";"6";"SI|NO|IN|NO|NO|";"121";"123";"SI|SI|NO|NO|NO|";"5240";"5381";"SI|IN|NO|SI|NO|";"Si"
"324";"18 a 24";"Masculino";"Soltero/a";"Universitario o terciario incompleto";"Argentino";"Provincia de Buenos Aires";"Desempleado/a";"No trabaja";"No trabaja";"Sin respuesta";"Clase media";"OSDE";"0";"Propietario";"Si";"Bonos de deuda";"Derecha";"Catolicismo";"Tengo 1";"Si";"Wifi por fibra óptica";"No";"1";"146";"143";"SI|NO|SI|SI|SI|";"1344";"1313";"SI|NO|SI|NO|SI|";"9687";"9375";"NO|SI|SI|SI|SI|";"90";"93";"SI|NO|NO|NO|SI|";"906";"937";"SI|NO|NO|NO|SI|";"7187";"6875";"SI|NO|SI|NO|NO|";"149";"153";"SI|NO|NO|NO|NO|";"1370";"1411";"SI|NO|NO|NO|NO|";"3873";"4170";"NO|NO|SI|SI|NO|";"No"
"325";"25 a 34";"Masculino";"Soltero/a";"Universitario o terciario incompleto";"Argentino";"Ciudad Autónoma de Buenos Aires";"Empleado/a en relación de dependencia con más de 20 hs semanales";"Registrado (trabajo en blanco)";"Sector privado";"Seguro";"Clase media";"OSDE";"0";"Propietario";"Si";"Otros";"Centro";"Ateo/a o Agnóstico/a";"Tengo 1";"Si";"Wifi por cable";"No";"3 o más";"66";"69";"NO|SI|NO|SI|NO|";"468";"437";"NO|NO|SI|SI|SI|";"3437";"3125";"NO|NO|SI|NO|SI|";"78";"81";"SI|NO|NO|SI|SI|";"718";"687";"SI|NO|SI|NO|NO|";"12187";"11875";"NO|SI|SI|NO|NO|";"48";"46";"NO|SI|NO|SI|SI|";"381";"367";"NO|SI|SI|NO|SI|";"2974";"3076";"NO|SI|SI|SI|NO|";"No"
"326";"55 a 64";"Femenino";"Divorciado/a o viudo/a";"Universitario o terciario completo";"Argentino";"Provincia de Buenos Aires";"Empleado/a en relación de dependencia con más de 20 hs semanales";"Registrado (trabajo en blanco)";"Sector público";"Seguro";"Clase media";"Obra social";"0";"Alquila";"No";;"Sin respuesta";"Cristianismo evangélico";"No tengo vehículo propio";"Si";"Wifi por cable";"No";"3 o más";"90";"93";"NO|SI|SI|SI|NO|";"782";"813";"NO|SI|SI|NO|NO|";"2187";"1875";"NO|NO|NO|SI|SI|";"154";"157";"NO|NO|SI|SI|SI|";"1468";"1437";"NO|SI|NO|NO|NO|";"4687";"4375";"SI|SI|NO|NO|NO|";"10";"8";"NO|NO|NO|NO|SI|";"174";"150";"NO|NO|NO|SI|SI|";"825";"888";"NO|NO|SI|SI|NO|";"No"
"327";"25 a 34";"Femenino";"Casado/a o viviendo en pareja";"Universitario o terciario completo";"Argentino";"Provincia de Buenos Aires";"Empleado/a en relación de dependencia con menos de 20 hs semanales";"Registrado (trabajo en blanco)";"Sector público";"Inseguro";"Clase baja";"Otras";"2";"Propietario";"No";"Ninguno";"Sin respuesta";"Cristianismo evangélico";"Tengo 1";"Si";"Wifi por cable";"No";"2";"4";"7";"NO|NO|NO|NO|NO|";"94";"63";"NO|NO|NO|NO|SI|";"313";"625";"NO|NO|NO|NO|NO|";"4";"7";"SI|SI|SI|SI|SI|";"32";"63";"SI|SI|SI|SI|SI|";"19687";"19375";"IN|IN|IN|IN|IN|";"8";"8";"SI|SI|SI|SI|SI|";"147";"149";"SI|SI|SI|SI|NO|";"17";"31";"NO|NO|NO|NO|NO|";"No"
